noagresivo	'Si despide pte Pinera esta mal si despide pte Bachelet esta bien '
noagresivo	'Se intenta confundir senalando q ReformaPensiones es similar a la de Gob anterior NO ES ASI Bachelet proponia 5% administrado x org publico y 40% de eso a fondo solidario Pinera propone 4% administrado x AFP u otros y 100% a capitalizacion individual Es inflar sistema actual'
noagresivo	'No hay ninguna mujer joven bella que sea tan maravillosa como una mujer madura en en la plenitud de su belleza La mujer madura es mas linda porque tambien es mas sabia'
noagresivo	'Me siento conmovida y orgullosa x tantas mujeres que estan haciendo cosas buenas x Venezuela en medio de tantas dificultades '
noagresivo	'Las mujeres venimos en diferentes medidas colores estilos diferentes sonrisas diferentes maneras de pensar y eso es lo que nos hace bellas el problema son los estereotipos y que no todas cabemos en ellos la ignorancia es la peor ceguera'
agresivo	'mira maraca re culia lo unico que te tengo que decir si vo queri pelea yo te voy a darte pelea porque vo a mi no me veni a insultar lacra conchetumare porque yo soy ma via que vo y ma lista escuchaste asi que no me vengai a decir ninguna palabra ma o si no te la vai a irte via'
agresivo	'Quien chucha fue la que pario a esta mierda de mujer '
agresivo	'Huachafa es esto A ella le han dicho putabipolarlocazorravete a peruindigenaeres una mierdaetcy podria seguir con las barbaridades que le han dicho a Miriam Entre las personas que han dicho eso esta AngelAurahMonicaSuso estan los videos'
agresivo	'Aca hay mas parques (electricos) que creo Bachelet para cuidar el el medio ambiente '
noagresivo	'siempre detras de un hombre que supuestamente piensa existe una maravillosa mujer con su inmensa sabiduria '
noagresivo	'Fulvio Rossi no soporta ver que su ex Maite Orsini haya viajado junto a Boric a Paris '
noagresivo	'Verdeliss apoyando la libertad de que una mujer pueda tener los pelos que le de la gana'
agresivo	'una ex companera de trabajo tiene 23 y tiene 3 HIJOS CONCHETUMADRE MARACA CULIA BAJATE DEL PICO'
agresivo	'Esta no le da ni pa feminazi… es una tonta weona a secas y punto No le suban la categoria'
noagresivo	'Bella inteligente maravillosa Orgullosas de ser tus fans Una mujer extraordinaria '
noagresivo	'Palma Salamanca fue condenado en 1993 mismo ano de la primera condena al Mamo Contreras'
agresivo	'Eres una puta barata sin duda alguna'
noagresivo	'Pucha y yo que me compre la capa para andar de super maraca y suspendieron la fiesta Asi no se puede Voy a tener que guardar el disfraz () '
agresivo	'tipeja que utilizas a tu hijo Ojala jese te lo quite Eres una zorra Ya iras a vender tus polvos como lo hiciste con Kiko Rivera'
agresivo	'Lacras de mierda no se puede defender ni asesinos militares ni comunistamuch menos con plata de todos'
agresivo	'Esta perra la encontramos en la calle con su mochila persiguiendo a la produccion p…'
agresivo	'Ya callate perra'
agresivo	'Te pasaste pa mala lecheq tiene q ver una wea cn otra weona tonta '
agresivo	'ESTA CANCION VA DEDICADA A VO MARACA CULIA QUE ME CAMBIASTE POR UN WEON CON PLATA Vina2016'
noagresivo	'Gabriel Boric y Maite Orsini se juntan con 1 asesino y secuestrador confeso en arrancadita de un viaje oficial'
agresivo	'Y por que son tan canallas de poner solo la fotografia de la ex Pdta Bachelet para ilustrar la noticia Es que acaso los demas ex Pdtes no reciben esa jubilacion MISERABLE PASQUIN'
agresivo	'VIEJA WEONA TONTA Y ENFERMA'
agresivo	'Pero si a teremarinovic el marido la tiene de vaca paridora no mas Es una vieja culia facha mas Aburrida'
noagresivo	'eres una mujer estupenda palante tu vales muchotu haces lo que te de la gana'
agresivo	'Que bueno que tienes el instagram privado alguna huea que tengas cerrada maraca culia'
noagresivo	'No mas violencia contra la mujer identifiquen cada tipo de violencia y no permitan que las lastimen tienen el derecho a vivir libres y sin miedo '
noagresivo	'El mejor ejemplo de lo que representa el ppcv una gran mujer trabajadora y comprometida Torrent tendra una gran candidata a la alcaldia y un gran equipo para recuperar juntos el proyecto de futuro que los torrentinos merecen '
agresivo	'Kena Lorenzini Me suenaMe suenaaahhh ya me acorde Una weona loca mas'
noagresivo	'Palma asesino a sangre fria a un senador y secuestro a un civil cuyo unico delito era su apellido'
